prompt_id,category,type,title,model_name,run_number,open_weights,full_cot,max_tokens,total_score,criteria_met_count,criteria_total_count,success_rate,tokens_output,tokens_reasoning,tokens_completion,char_output,char_reasoning,char_completion,output_entropy,output_bzip2_length,output_bzip2_ratio,output_entropy_ratio,thinking_entropy,thinking_bzip2_length,thinking_bzip2_ratio,thinking_entropy_ratio
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.4,1,True,True,60000,1,1,1,1,21,335,356,196,1238,1434,4.31363,178,0.90816,0.5392,4.60691,688,0.55574,0.57586
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.4,2,True,True,60000,1,1,1,1,49,37,86,182,139,321,4.27526,164,0.9011,0.53441,4.49273,147,1.05755,0.56159
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.4,3,True,True,60000,1,1,1,1,58,41,99,178,151,329,4.36442,163,0.95322,0.54555,4.47154,176,0.93617,0.55894
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.4,4,True,True,60000,1,1,1,1,37,50,87,171,188,359,4.29309,153,0.85955,0.53664,4.28901,147,0.97351,0.53613
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.4,5,True,True,60000,1,1,1,1,32,63,95,90,237,327,4.23234,113,1.25556,0.52904,4.47179,209,0.88186,0.55897
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.0,1,True,True,60000,1,1,1,1,-21,294,273,1,1098,1099,3.16993,52,5.77778,0.39624,4.62132,690,0.56006,0.57767
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.0,2,True,True,60000,1,1,1,1,-14,326,312,9,1232,1241,0.0,37,37.0,0.0,4.5616,622,0.56648,0.5702
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.0,3,True,True,60000,1,1,1,1,28,39,67,103,145,248,3.24022,55,3.66667,0.40503,4.59756,578,0.58919,0.57469
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.0,4,True,True,60000,1,1,1,1,-5,259,254,15,981,996,4.36147,124,1.20388,0.54518,4.36036,150,1.03448,0.54505
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t1.0,5,True,True,60000,1,1,1,1,-3,428,425,39,1599,1638,3.90145,79,2.02564,0.48768,4.62166,835,0.5222,0.57771
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.6,1,True,True,60000,1,1,1,1,12,214,226,15,806,821,4.43955,159,0.98758,0.55494,4.58075,681,0.53538,0.57259
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.6,2,True,True,60000,1,1,1,1,-10,296,286,15,1139,1154,0.0,37,37.0,0.0,4.59808,589,0.57074,0.57476
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.6,3,True,True,60000,1,1,1,1,10,339,349,161,1272,1433,3.24022,55,3.66667,0.40503,4.55887,494,0.6129,0.56986
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.6,4,True,True,60000,1,1,1,1,-8,273,265,1,1032,1033,3.24022,55,3.66667,0.40503,4.56719,642,0.56365,0.5709
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.6,5,True,True,60000,1,1,1,1,32,343,375,194,1300,1494,4.30269,177,0.91237,0.53784,4.56975,699,0.53769,0.57122
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-t0.3,1,True,True,60000,1,1,1,1,-22,494,472,16,1868,1884,3.45282,56,3.5,0.4316,4.63034,920,0.49251,0.57879
